Customer ID,Recency,Frequency,Monetary,customer_lifespan,total_transactions,avg_order_value,max_order_value,cluster,segment
12378.0,129,2,5416.32,432,301,17.994418604651162,69.36,0,High Value
12379.0,81,4,1620.22,452,81,20.00271604938272,76.19999999999999,0,At Risk
12380.0,21,11,9676.3,640,277,34.93249097472925,1508.65,0,High Value
12381.0,4,5,1845.31,115,87,21.21045977011494,240.0,0,At Risk
12383.0,184,5,1850.56,167,99,18.69252525252525,72.0,0,At Risk
12384.0,28,2,585.27,92,27,21.676666666666662,80.0,0,At Risk
12385.0,378,1,1938.4,0,65,29.821538461538463,270.0,1,At Risk
12386.0,337,2,401.9,29,10,40.19,75.0,1,At Risk
12387.0,414,1,143.94,0,9,15.993333333333332,33.9,1,At Risk
12388.0,15,8,3901.11,566,146,26.71993150684932,81.36,0,Regular
12389.0,402,3,1433.33,253,49,29.251632653061225,204.0,1,At Risk
12390.0,79,1,549.84,0,32,17.1825,45.0,0,At Risk
12391.0,21,6,2724.84,641,267,10.205393258426966,151.20000000000002,0,Regular
12392.0,590,1,234.75000000000003,0,7,33.53571428571429,70.80000000000001,1,At Risk
12393.0,71,6,2399.45,356,107,22.424766355140186,141.60000000000002,0,Regular
12394.0,63,2,1272.48,153,27,47.12888888888889,266.24,0,At Risk
12395.0,18,15,4721.17,583,242,19.50896694214876,90.0,0,Regular
12396.0,673,1,931.43,0,65,14.329692307692309,19.9,1,At Risk
12397.0,35,2,2409.9,99,126,19.12619047619048,127.5,0,At Risk
12398.0,45,1,1635.66,0,85,19.24305882352941,200.0,0,At Risk
12399.0,118,7,1962.3,525,110,17.83909090909091,70.2,0,Regular
12400.0,413,1,205.25,0,11,18.65909090909091,29.700000000000003,1,At Risk
12401.0,302,1,84.3,0,5,16.86,25.5,1,At Risk
12402.0,322,6,1256.9,347,70,17.955714285714286,35.400000000000006,1,Regular
12403.0,49,2,1019.36,471,9,113.26222222222222,244.08,0,At Risk
12404.0,681,1,63.24,0,1,63.24,63.24,1,At Risk
12405.0,148,1,1710.39,0,54,31.67388888888889,320.0,0,At Risk
12406.0,21,5,6390.36,675,166,38.49614457831325,290.0,0,High Value
12407.0,49,5,1708.12,214,77,22.18337662337662,90.0,0,At Risk
12408.0,32,8,4340.77,465,159,27.30044025157233,139.8,0,Regular
12409.0,78,7,23419.29,486,264,88.70943181818183,300.0,0,High Value
12410.0,308,3,1013.71,193,40,25.34275,160.0,1,At Risk
12411.0,409,1,346.9,0,22,15.768181818181818,59.7,1,At Risk
12412.0,74,6,2596.93,464,127,20.448267716535437,88.5,0,Regular
12413.0,66,4,999.45,335,51,19.59705882352941,56.0,0,At Risk
12414.0,216,6,952.41,246,28,34.01464285714286,130.0,0,Regular
12415.0,23,28,144458.37,503,928,155.66634698275865,1718.4,2,High Value
12416.0,656,1,202.56,0,11,18.41454545454545,25.200000000000003,1,At Risk
12417.0,2,20,6797.41,730,370,18.371378378378378,84.0,0,High Value
12418.0,112,4,2021.2,517,102,19.815686274509805,99.0,0,At Risk
12419.0,385,2,503.01,27,25,20.1204,84.0,1,At Risk
12420.0,63,1,600.39,0,29,20.70310344827586,39.8,0,At Risk
12421.0,15,6,1098.6,489,65,16.90153846153846,56.0,0,Regular
12422.0,95,17,5231.8,625,172,30.41744186046512,662.25,0,High Value
12423.0,0,10,2622.39,465,165,15.893272727272729,60.0,0,Regular
12424.0,162,4,3340.03,385,92,36.30467391304347,306.0,0,At Risk
12425.0,77,2,1741.41,370,91,19.136373626373626,70.80000000000001,0,At Risk
12426.0,194,2,1345.21,468,77,17.470259740259742,72.0,0,At Risk
12427.0,21,3,825.8000000000001,349,31,26.63870967741936,68.0,0,At Risk
12428.0,25,9,7956.46,257,294,27.062789115646257,551.2,0,High Value
12429.0,8,8,6204.41,537,153,40.55169934640523,252.0,0,High Value
12430.0,42,1,256.4,0,11,23.30909090909091,47.8,0,At Risk
12431.0,35,27,10432.22,658,391,26.6808695652174,601.44,0,High Value
12432.0,42,5,5059.32,129,108,46.84555555555556,700.0,0,High Value
12433.0,0,10,16794.14,476,559,30.04318425760286,203.52,0,High Value
12434.0,84,3,1103.43,296,70,15.763285714285717,47.6,0,At Risk
12435.0,79,6,13925.93,657,112,124.33866071428572,1008.0,0,High Value
12436.0,99,1,509.01,0,16,31.813125,80.0,0,At Risk
12437.0,1,39,12683.4,735,564,22.488297872340425,234.0,0,High Value
12438.0,13,2,2906.85,125,98,29.66173469387755,320.0,0,At Risk
12439.0,682,2,1142.88,43,71,16.096901408450705,35.400000000000006,1,At Risk
12440.0,461,2,859.2,255,32,26.85,80.0,1,At Risk
12441.0,366,1,173.55,0,11,15.77727272727273,23.25,1,At Risk
12442.0,2,1,172.06,0,12,14.338333333333331,30.0,0,At Risk
12443.0,731,1,485.31,0,21,23.11,120.0,1,At Risk
12444.0,20,5,5005.46,149,177,28.27943502824859,320.0,0,High Value
12445.0,21,2,434.98,398,24,18.124166666666667,56.0,0,At Risk
12446.0,57,1,1002.31,0,58,17.281206896551726,38.25,0,At Risk
12447.0,242,1,476.49,0,26,18.326538461538465,45.0,0,At Risk
12448.0,43,1,449.45,0,22,20.42954545454545,84.0,0,At Risk
12449.0,21,6,4835.89,416,201,24.05915422885572,165.0,0,Regular
12450.0,155,5,688.2,318,37,18.6,66.0,0,At Risk
12451.0,10,8,12669.88,518,511,24.794285714285717,244.8,0,High Value
12452.0,16,2,430.5700000000001,0,22,19.57136363636364,80.0,0,At Risk
12453.0,133,1,707.09,0,43,16.443953488372095,30.0,0,At Risk
12454.0,55,5,16679.78,364,40,416.9945,950.4,0,High Value
12455.0,72,10,5879.95,648,227,25.902863436123347,350.4,0,High Value
12456.0,43,3,3181.04,210,125,25.44832,280.0,0,At Risk
12457.0,65,8,2995.91,368,85,35.245999999999995,196.35,0,Regular
12458.0,70,4,1777.49,416,84,21.16059523809524,80.0,0,At Risk
12459.0,604,1,454.36,0,23,19.754782608695653,56.0,1,At Risk
12460.0,455,1,326.65,0,18,18.147222222222226,30.0,1,At Risk
12461.0,93,2,826.88,60,35,23.62514285714286,200.0,0,At Risk
12462.0,18,2,1189.59,284,62,19.186935483870965,168.0,0,At Risk
12463.0,52,4,1344.78,188,83,16.202168674698793,36.0,0,At Risk
12464.0,9,8,1212.05,299,29,41.79482758620689,119.6,0,Regular
12465.0,16,2,742.19,152,47,15.791276595744682,40.8,0,At Risk
12466.0,681,1,56.73,0,1,56.73,56.73,1,At Risk
12467.0,422,1,132.8,0,9,14.755555555555556,23.4,1,At Risk
12468.0,187,5,3670.74,495,150,24.4716,270.0,0,At Risk
12469.0,522,2,3070.54,14,76,40.40184210526316,360.0,1,At Risk
12470.0,689,1,211.95,0,23,9.215217391304348,20.65,1,At Risk
12471.0,1,79,39918.19,730,1136,35.13925176056338,876.0,0,High Value
12472.0,31,19,16249.29,693,841,19.32139120095125,126.0,0,High Value
12473.0,28,5,3928.05,162,167,23.521257485029945,549.34,0,At Risk
12474.0,16,31,12372.75,649,708,17.47563559322034,72.0,0,High Value
12475.0,53,2,1149.64,356,61,18.846557377049184,54.0,0,At Risk
12476.0,15,23,14083.91,486,514,27.400603112840468,216.0,0,High Value
12477.0,22,9,20276.37,600,564,35.95101063829787,390.0,0,High Value
12478.0,3,1,680.99,0,36,18.91638888888889,135.0,0,At Risk
12479.0,10,1,527.2,0,31,17.006451612903227,54.0,0,At Risk
12480.0,27,7,5464.85,479,242,22.58202479338843,318.0,0,High Value
12481.0,22,15,12185.51,584,380,32.06713157894737,306.0,0,High Value
12482.0,575,29,23691.4,77,204,116.1343137254902,874.84,1,High Value
12483.0,16,19,5097.18,660,138,36.93608695652174,200.0,0,High Value
12484.0,32,12,6354.1,648,471,13.490658174097666,196.0,0,High Value
12485.0,528,1,708.1,0,34,20.826470588235296,76.19999999999999,1,At Risk
12486.0,431,1,1037.28,0,49,21.16897959183673,120.0,1,At Risk
12487.0,730,1,285.3,0,2,142.65,208.8,1,At Risk
12488.0,9,3,1298.66,65,55,23.612,84.75,0,At Risk
12489.0,335,1,334.93,0,15,22.328666666666667,36.0,1,At Risk
12490.0,4,21,9823.64,733,462,21.26329004329004,171.84,0,High Value
12491.0,38,1,460.4,0,26,17.70769230769231,46.8,0,At Risk
12492.0,62,3,715.21,340,42,17.028809523809525,72.0,0,At Risk
12493.0,165,2,433.74,31,22,19.715454545454545,36.0,0,At Risk
12494.0,15,9,1815.27,560,108,16.808055555555555,54.0,0,Regular
12495.0,640,1,357.4,0,17,21.023529411764702,80.0,1,At Risk
12496.0,619,2,45.34,0,10,4.534000000000001,10.2,1,At Risk
12497.0,81,3,6248.5,563,57,109.62280701754386,338.0,0,High Value
12498.0,20,3,403.7000000000001,36,23,17.55217391304348,36.0,0,At Risk
12499.0,559,1,393.72,0,27,14.582222222222224,36.0,1,At Risk
12500.0,22,19,5955.21,650,146,40.7891095890411,624.0,0,High Value
12501.0,336,1,2169.39,0,149,14.5596644295302,144.0,1,At Risk
12502.0,95,5,3723.87,214,147,25.332448979591835,196.0,0,At Risk
12503.0,583,1,1126.0,0,2,563.0,896.0,1,At Risk
12504.0,17,4,779.05,578,20,38.9525,131.39999999999998,0,At Risk
12505.0,408,1,955.2,0,42,22.742857142857144,168.0,1,At Risk
12506.0,232,1,73.5,0,23,3.1956521739130435,7.95,0,At Risk
12507.0,133,4,1844.06,450,50,36.8812,208.8,0,At Risk
12508.0,25,2,397.88,2,68,5.851176470588236,20.23,0,At Risk
12509.0,283,1,176.5,0,7,25.214285714285715,49.5,1,At Risk
12510.0,142,9,5178.02,592,145,35.71048275862069,975.11,0,High Value
12511.0,428,1,3084.02,0,190,16.231684210526314,88.80000000000001,1,At Risk
12512.0,65,2,132.18,0,31,4.263870967741935,10.5,0,At Risk
12513.0,112,1,612.29,0,35,17.494,54.0,0,At Risk
12514.0,266,2,1597.76,374,84,19.02095238095238,101.88,1,At Risk
12515.0,352,1,383.7,0,16,23.98125,105.0,1,At Risk
12516.0,77,4,2648.62,521,74,35.792162162162164,180.0,0,At Risk
12517.0,27,5,2481.6,161,279,8.894623655913978,90.0,0,At Risk
12518.0,0,5,2056.89,109,124,16.58782258064516,54.0,0,At Risk
12519.0,63,2,716.54,413,39,18.37282051282051,54.0,0,At Risk
12520.0,78,5,2634.26,194,152,17.330657894736845,90.0,0,At Risk
12521.0,142,1,599.68,0,38,15.781052631578946,54.0,0,At Risk
12522.0,38,2,192.72,12,12,16.06,20.0,0,At Risk
12523.0,18,23,4352.35,712,249,17.479317269076308,90.0,0,Regular
12524.0,8,17,11126.11,660,240,46.35879166666667,367.2,0,High Value
12525.0,497,3,973.73,149,60,16.228833333333334,90.0,1,At Risk
12526.0,0,3,1316.66,93,71,18.54450704225352,72.0,0,At Risk
12527.0,81,5,735.51,447,32,22.9846875,85.0,0,At Risk
12528.0,8,6,1933.48,303,92,21.01608695652174,59.400000000000006,0,Regular
12529.0,527,1,316.48,0,21,15.07047619047619,22.5,1,At Risk
12530.0,59,9,3759.26,582,158,23.792784810126584,165.0,0,Regular
12531.0,14,2,1933.2,671,127,15.222047244094489,162.0,0,At Risk
12532.0,29,1,349.83000000000004,0,16,21.864375000000003,45.0,0,At Risk
12533.0,627,2,1367.89,110,72,18.998472222222222,108.0,1,At Risk
12534.0,130,1,1089.18,0,63,17.28857142857143,108.0,0,At Risk
12535.0,91,2,716.35,94,34,21.069117647058825,44.55,0,At Risk
12536.0,42,3,12601.830000000002,15,261,48.2828735632184,4161.06,0,High Value
12537.0,408,1,732.94,0,43,17.04511627906977,120.0,1,At Risk
12538.0,28,2,640.45,349,34,18.83676470588236,52.2,0,At Risk
12539.0,21,7,11214.75,694,504,22.25148809523809,178.5,0,High Value
12540.0,19,33,22254.49,712,771,28.864448767833984,232.0,0,High Value
12541.0,29,3,981.18,251,52,18.868846153846157,84.0,0,At Risk
12542.0,483,2,481.88,156,39,12.355897435897436,23.4,1,At Risk
12543.0,447,1,980.25,0,43,22.796511627906977,140.0,1,At Risk
12544.0,35,1,372.7,0,19,19.61578947368421,56.0,0,At Risk
12545.0,74,2,1000.39,184,50,20.0078,84.0,0,At Risk
12546.0,46,2,1161.5,31,69,16.833333333333332,84.0,0,At Risk
12547.0,197,3,383.58,302,21,18.265714285714285,30.6,0,At Risk
12548.0,165,1,95.2,0,5,19.04,28.0,0,At Risk
12549.0,575,6,1575.68,121,49,32.15673469387755,302.40000000000003,1,Regular
12550.0,78,1,964.83,0,57,16.92684210526316,140.0,0,At Risk
12551.0,357,1,168.0,0,10,16.8,19.5,1,At Risk
12552.0,38,2,437.82,0,20,21.891,120.0,0,At Risk
12553.0,7,12,4608.75,415,238,19.36449579831933,108.0,0,Regular
12554.0,448,1,468.5,0,26,18.01923076923077,84.0,1,At Risk
12555.0,681,1,129.23,0,1,129.23,129.23,1,At Risk
12556.0,49,2,599.56,100,119,5.038319327731092,23.6,0,At Risk
12557.0,15,8,18096.14,706,53,341.4366037735849,1350.0,0,High Value
12558.0,7,1,269.96,0,11,24.54181818181818,74.88,0,At Risk
12559.0,310,2,561.71,8,21,26.74809523809524,106.2,1,At Risk
12560.0,4,3,2134.01,137,105,20.323904761904764,144.0,0,At Risk
12561.0,302,1,238.85,0,16,14.928125,23.6,1,At Risk
12562.0,7,9,4966.92,427,207,23.99478260869565,171.84,0,Regular
12563.0,408,1,249.24,0,13,19.17230769230769,45.0,1,At Risk
12564.0,260,1,456.9,0,21,21.75714285714286,54.0,1,At Risk
12565.0,288,1,145.92000000000002,0,9,16.213333333333335,19.8,1,At Risk
12566.0,85,1,351.65,0,19,18.507894736842104,54.0,0,At Risk
12567.0,22,15,11767.48,644,556,21.16453237410072,171.8,0,High Value
12568.0,644,1,70.0,0,5,14.0,21.3,1,At Risk
12569.0,1,32,4124.6900000000005,250,188,21.93984042553192,126.0,0,Regular
12570.0,681,1,77.52,0,1,77.52,77.52,1,At Risk
12571.0,39,2,519.61,81,34,15.28264705882353,30.0,0,At Risk
12572.0,8,2,1020.42,43,60,17.007,54.0,0,At Risk
12573.0,226,5,717.41,237,119,6.028655462184874,60.84,0,At Risk
12574.0,315,1,218.45,0,11,19.85909090909091,36.0,1,At Risk
12575.0,456,2,622.82,69,38,16.39,36.0,1,At Risk
12576.0,35,8,2142.7200000000003,490,142,15.089577464788734,80.0,0,Regular
12577.0,34,8,1617.1,700,298,5.426510067114093,40.8,0,Regular
12578.0,20,4,4642.45,422,172,26.99098837209302,216.0,0,At Risk
12579.0,77,1,440.42,0,29,15.18689655172414,54.0,0,At Risk
12580.0,246,2,1052.9,329,58,18.153448275862072,54.0,0,At Risk
12581.0,39,1,197.71,0,15,13.180666666666667,19.8,0,At Risk
12582.0,238,4,1980.4,338,103,19.22718446601942,153.0,0,At Risk
12583.0,2,27,13591.58,730,446,30.47439461883408,166.6,0,High Value
12584.0,3,9,2338.15,276,96,24.355729166666663,91.8,0,Regular
12585.0,233,2,2040.1,117,87,23.44942528735632,138.24,0,At Risk
12586.0,16,4,2062.67,706,94,21.943297872340427,119.6,0,At Risk
12587.0,7,1,144.0,0,4,36.0,41.6,0,At Risk
12588.0,38,4,958.78,558,46,20.84304347826087,80.0,0,At Risk
12589.0,28,8,4695.66,660,180,26.087,1055.75,0,Regular
12590.0,210,2,9864.26,0,68,145.06264705882353,523.0,0,High Value
12591.0,316,3,1338.95,91,68,19.69044117647059,112.0,1,At Risk
12592.0,91,5,2582.66,427,81,31.88469135802469,715.02,0,At Risk
12593.0,108,3,418.1,110,21,19.90952380952381,39.5,0,At Risk
12594.0,37,15,5090.110000000001,608,199,25.57844221105528,85.92,0,High Value
12595.0,504,1,299.02,0,19,15.737894736842104,30.0,1,At Risk
12596.0,50,2,618.27,190,27,22.898888888888887,112.0,0,At Risk
12597.0,18,4,3811.22,248,206,18.50106796116505,280.0,0,At Risk
12598.0,9,11,4534.09,639,206,22.01014563106796,108.0,0,Regular
12599.0,28,13,2296.72,548,133,17.268571428571427,63.900000000000006,0,Regular
12600.0,28,21,4967.42,703,130,38.21092307692308,237.6,0,Regular
12601.0,189,6,681.26,214,34,20.03705882352941,75.60000000000001,0,Regular
12602.0,58,1,153.12,0,12,12.76,23.9,0,At Risk
12603.0,21,1,739.1999999999999,0,3,246.4,613.1999999999999,0,At Risk
12604.0,78,2,254.18,182,16,15.88625,30.0,0,At Risk
12605.0,375,4,1232.95,81,76,16.223026315789475,39.6,1,At Risk
12606.0,681,1,21.0,0,1,21.0,21.0,1,At Risk
12607.0,59,1,1579.51,0,101,15.63871287128713,39.6,0,At Risk
12608.0,404,1,415.79,0,16,25.986875,162.24,1,At Risk
12609.0,77,9,3435.86,641,175,19.633485714285715,90.0,0,Regular
12610.0,22,5,2099.54,103,106,19.80698113207547,160.0,0,At Risk
12611.0,51,1,1193.32,0,65,18.35876923076923,144.0,0,At Risk
12612.0,73,1,704.04,0,19,37.054736842105264,62.55,0,At Risk
12613.0,56,10,6817.37,668,326,20.91217791411043,126.0,0,High Value
12614.0,277,1,315.6,0,20,15.78,22.95,1,At Risk
12615.0,1,8,5740.9800000000005,629,270,21.26288888888889,171.84,0,High Value
12616.0,94,3,1131.1,293,54,20.946296296296296,63.6,0,At Risk
12617.0,28,1,352.98,0,41,8.609268292682927,28.9,0,At Risk
12618.0,21,1,177.31,0,11,16.11909090909091,40.0,0,At Risk
12619.0,15,10,3781.38,544,100,37.8138,389.68,0,Regular
12620.0,14,3,1339.41,189,92,14.558804347826088,40.0,0,At Risk
12621.0,1,35,24311.2,666,756,32.15767195767196,390.0,0,High Value
12622.0,231,1,180.1,0,11,16.37272727272727,25.5,0,At Risk
12623.0,275,7,3747.84,420,174,21.539310344827587,180.0,1,Regular
12624.0,105,2,641.13,71,38,16.87184210526316,36.0,0,At Risk
12625.0,211,4,5164.88,384,183,28.22338797814208,175.2,0,High Value
12626.0,22,9,6620.4800000000005,303,294,22.518639455782317,144.0,0,High Value
12627.0,10,7,4478.53,129,230,19.47186956521739,108.0,0,Regular
12628.0,3,3,786.46,60,41,19.1819512195122,50.0,0,At Risk
12629.0,385,2,1558.22,37,45,34.62711111111111,240.0,1,At Risk
12630.0,9,2,1270.88,34,64,19.8575,120.0,0,At Risk
12631.0,56,6,3481.57,635,183,19.024972677595628,160.0,0,Regular
12632.0,520,2,804.88,44,35,22.99657142857143,70.80000000000001,1,At Risk
12633.0,58,7,5678.16,466,306,18.556078431372548,214.2,0,High Value
12634.0,535,2,490.0,12,20,24.5,130.0,1,At Risk
12635.0,89,4,2930.41,367,179,16.37100558659218,126.0,0,At Risk
12636.0,738,1,141.0,0,1,141.0,141.0,1,At Risk
12637.0,66,12,8283.81,476,614,13.491547231270358,108.0,0,High Value
12638.0,32,2,921.49,606,48,19.19770833333333,160.0,0,At Risk
12639.0,238,3,1312.37,389,64,20.50578125,120.0,0,At Risk
12640.0,23,3,1174.58,57,53,22.16188679245283,90.0,0,At Risk
12641.0,114,1,185.9,0,10,18.59,40.0,0,At Risk
12642.0,24,3,1013.26,82,47,21.55872340425532,93.6,0,At Risk
12643.0,127,12,8304.82,482,51,162.83960784313726,835.1999999999999,0,High Value
12644.0,129,4,1918.49,564,111,17.283693693693692,70.80000000000001,0,At Risk
12645.0,33,8,3539.3,635,160,22.120625,70.80000000000001,0,Regular
12646.0,4,2,1346.97,44,45,29.932666666666663,81.36,0,At Risk
12647.0,21,36,16955.55,672,520,32.60682692307692,571.35,0,High Value
12648.0,154,4,1112.0,546,65,17.107692307692307,44.75,0,At Risk
12649.0,106,8,2294.65,588,118,19.44618644067797,79.19999999999999,0,Regular
12650.0,2,1,314.44,0,20,15.722,94.8,0,At Risk
12651.0,334,4,377.75,130,30,12.591666666666669,19.8,1,At Risk
12652.0,330,2,1017.03,102,51,19.94176470588236,126.0,1,At Risk
12653.0,148,3,4160.83,378,86,48.38174418604651,350.4,0,At Risk
12654.0,10,5,601.98,284,38,15.841578947368422,25.200000000000003,0,At Risk
12655.0,423,1,261.35,0,16,16.334375,20.1,1,At Risk
12656.0,16,8,6407.83,545,247,25.942631578947367,255.0,0,High Value
12657.0,10,4,1643.18,67,47,34.961276595744685,127.5,0,At Risk
12658.0,18,1,686.05,0,36,19.056944444444444,54.0,0,At Risk
12659.0,29,1,91.68,0,5,18.336,28.08,0,At Risk
12660.0,10,1,245.1,0,13,18.85384615384616,25.200000000000003,0,At Risk
12661.0,435,1,162.0,0,11,14.727272727272728,17.4,1,At Risk
12662.0,0,20,6726.54,617,391,17.203427109974424,54.0,0,High Value
12663.0,624,2,239.4,43,10,23.94,52.8,1,At Risk
12664.0,7,11,6070.04,718,45,134.88977777777777,270.0,0,High Value
12665.0,324,3,313.6,344,17,18.447058823529414,30.6,1,At Risk
12666.0,393,1,1248.42,0,31,40.27161290322581,202.5,1,At Risk
12667.0,57,1,620.13,0,33,18.791818181818183,160.0,0,At Risk
12668.0,11,10,11383.03,665,536,21.23699626865672,288.0,0,High Value
12669.0,150,3,2744.03,105,101,27.16861386138613,1136.3,0,At Risk
12670.0,9,7,3760.29,656,115,32.69817391304348,90.0,0,Regular
12671.0,605,1,2622.481,0,45,58.27735555555556,204.0,1,At Risk
12672.0,329,2,437.05,265,22,19.86590909090909,47.7,1,At Risk
12673.0,4,3,1230.02,396,74,16.62189189189189,59.4,0,At Risk
12674.0,38,4,1970.6,169,83,23.742168674698792,89.69999999999999,0,At Risk
12675.0,553,2,957.25,24,112,8.546875,84.0,1,At Risk
12676.0,24,11,2843.09,458,107,26.570934579439253,120.0,0,Regular
12677.0,554,2,395.1,111,21,18.81428571428572,47.7,1,At Risk
12678.0,41,21,34281.18,658,376,91.17335106382978,1632.48,0,High Value
12679.0,58,4,1113.02,225,48,23.187916666666663,76.32000000000001,0,At Risk
12680.0,0,4,880.81,112,53,16.619056603773583,36.0,0,At Risk
12681.0,14,45,29834.76,711,1424,20.951376404494383,214.8,0,High Value
12682.0,3,52,22950.22,735,989,23.20548028311426,386.64,0,High Value
12683.0,3,21,11633.7,722,487,23.888501026694048,175.2,0,High Value
12684.0,7,7,2283.63,205,105,21.748857142857144,93.6,0,Regular
12685.0,27,6,2863.08,65,157,18.23617834394904,90.0,0,Regular
12686.0,371,1,89.14,0,7,12.734285714285717,18.0,1,At Risk
12687.0,480,2,2138.91,0,126,16.97547619047619,280.0,1,At Risk
12688.0,113,1,4873.81,0,171,28.50181286549708,135.0,0,At Risk
12689.0,25,2,1247.61,101,72,17.327916666666667,72.0,0,At Risk
12690.0,205,1,389.01,0,16,24.313125,54.0,0,At Risk
12691.0,27,7,1170.4,392,39,30.010256410256414,158.39999999999998,0,Regular
12692.0,636,1,110.95,0,13,8.534615384615385,31.75,1,At Risk
12693.0,126,7,1703.02,395,79,21.557215189873418,91.8,0,Regular
12694.0,69,3,1843.35,350,83,22.209036144578317,72.0,0,At Risk
12695.0,6,7,1407.12,658,59,23.84949152542373,70.8,0,Regular
12696.0,434,2,851.91,74,49,17.38591836734694,80.0,1,At Risk
12697.0,28,3,957.59,140,41,23.355853658536585,80.0,0,At Risk
12698.0,589,1,339.75,0,16,21.234375,54.0,1,At Risk
12699.0,417,1,638.11,0,41,15.563658536585368,72.0,1,At Risk
12700.0,7,4,4939.99,207,268,18.432798507462685,126.0,0,At Risk
12701.0,79,6,2446.41,553,147,16.642244897959184,39.6,0,Regular
12702.0,19,1,219.0,0,12,18.25,25.200000000000003,0,At Risk
12703.0,70,4,1006.53,613,74,13.601756756756757,54.0,0,At Risk
12704.0,6,8,2340.84,162,88,26.600454545454543,200.0,0,Regular
12705.0,14,14,11762.1,518,599,19.636227045075128,162.0,0,High Value
12707.0,291,1,603.42,0,33,18.285454545454545,68.0,1,At Risk
12708.0,29,18,5117.66,691,296,17.289391891891892,72.0,0,High Value
12709.0,14,34,30291.76,715,490,61.819918367346936,598.8,0,High Value
12710.0,96,3,1149.02,104,77,14.922337662337664,72.0,0,At Risk
12711.0,611,2,1339.05,65,60,22.3175,79.19999999999999,1,At Risk
12712.0,28,21,6723.03,701,256,26.2618359375,142.8,0,High Value
12713.0,0,1,848.55,0,38,22.33026315789473,71.69999999999999,0,At Risk
12714.0,8,12,14093.71,726,696,20.249583333333334,180.0,0,High Value
12715.0,105,1,343.36,0,20,17.168,80.0,0,At Risk
12716.0,3,2,1053.49,129,69,15.267971014492751,54.0,0,At Risk
12717.0,150,3,1308.91,439,71,18.435352112676057,100.0,0,At Risk
12718.0,70,1,238.25,0,19,12.539473684210526,36.0,0,At Risk
12719.0,4,2,644.95,59,39,16.53717948717949,37.5,0,At Risk
12720.0,2,30,7787.28,503,479,16.257369519832984,108.0,0,High Value
12721.0,31,8,4013.08,440,239,16.79112970711297,72.0,0,Regular
12722.0,84,4,997.63,65,53,18.82320754716981,81.6,0,At Risk
12723.0,3,5,725.07,61,69,10.508260869565218,61.2,0,At Risk
12724.0,4,7,2317.52,530,129,17.96527131782946,54.0,0,Regular
12725.0,370,4,2266.76,213,106,21.3845283018868,220.0,1,At Risk
12726.0,27,11,4014.6,595,179,22.427932960893852,60.0,0,Regular
12727.0,10,10,5679.53,644,203,27.9779802955665,183.6,0,High Value
12728.0,70,5,1070.17,312,61,17.54377049180328,40.8,0,At Risk
12729.0,113,1,453.01,0,26,17.423461538461538,36.0,0,At Risk
12730.0,521,1,829.25,0,47,17.643617021276597,126.0,1,At Risk
